task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
252	40/0e0f9a	46138213	ANNOTATIONS_bedfiles (12)	COMPLETED	0	2023-04-03 13:41:40.240	29.8s	36ms	43.1%	0	0	98.1 KB	5.6 KB
253	b7/ba4919	46138214	ANNOTATIONS_bedfiles (13)	COMPLETED	0	2023-04-03 13:41:40.372	29.7s	37ms	38.4%	0	0	102.5 KB	8 KB
256	39/f51f73	46138215	ANNOTATIONS_bedfiles (16)	COMPLETED	0	2023-04-03 13:41:40.430	29.6s	36ms	39.0%	0	0	94.6 KB	3.7 KB
258	4b/b9092d	46138216	ANNOTATIONS_bedfiles (18)	COMPLETED	0	2023-04-03 13:41:40.493	29.6s	38ms	46.4%	0	0	92.5 KB	2.5 KB
260	69/af7c3c	46138217	ANNOTATIONS_bedfiles (20)	COMPLETED	0	2023-04-03 13:41:40.551	29.6s	44ms	34.9%	0	0	90.6 KB	1.4 KB
261	a7/cf2960	46138220	ANNOTATIONS_bedfiles (21)	COMPLETED	0	2023-04-03 13:41:55.030	15.1s	32ms	52.6%	0	0	95.6 KB	4.3 KB
264	b6/1e981b	46138222	ANNOTATIONS_bedfiles (24)	COMPLETED	0	2023-04-03 13:42:00.018	10.2s	31ms	52.6%	0	0	92.8 KB	2.7 KB
225	53/60722b	46138174	LDCALCULATION_calculation (104)	COMPLETED	0	2023-04-03 13:39:20.173	2m 55s	2m 39s	96.5%	28.5 MB	83 MB	145.9 MB	57.5 KB
221	e4/4f8557	46138161	LDCALCULATION_calculation (100)	COMPLETED	0	2023-04-03 13:38:09.286	4m 11s	3m 46s	97.8%	28 MB	82.3 MB	261.4 MB	29.7 KB
156	6a/f65aef	46138089	LDCALCULATION_calculation (35)	COMPLETED	0	2023-04-03 13:37:39.606	4m 45s	4m 17s	97.6%	24.8 MB	79.3 MB	333.4 MB	13.1 KB
170	1b/f7770b	46138110	LDCALCULATION_calculation (49)	COMPLETED	0	2023-04-03 13:38:06.039	4m 29s	4m	95.8%	153 MB	207.5 MB	226 MB	9.6 MB
171	4f/7efbcb	46138111	LDCALCULATION_calculation (50)	COMPLETED	0	2023-04-03 13:38:06.155	4m 29s	3m 59s	95.9%	44.5 MB	99 MB	238.7 MB	335.3 KB
265	59/e5c802	46138223	ANNOTATIONS_bedfiles (25)	COMPLETED	0	2023-04-03 13:42:05.028	35s	46ms	29.7%	0	0	97.7 KB	5.5 KB
268	f3/52a19c	46138226	ANNOTATIONS_bedfiles (28)	COMPLETED	0	2023-04-03 13:42:10.045	30s	41ms	48.7%	0	0	96.8 KB	5 KB
269	79/096d0e	46138227	ANNOTATIONS_bedfiles (29)	COMPLETED	0	2023-04-03 13:42:10.088	30s	25ms	36.6%	0	0	97.1 KB	5.2 KB
272	40/03a37d	46138228	ANNOTATIONS_bedfiles (32)	COMPLETED	0	2023-04-03 13:42:10.156	30s	26ms	48.9%	0	0	105.3 KB	9.7 KB
274	76/b5508e	46138229	ANNOTATIONS_bedfiles (34)	COMPLETED	0	2023-04-03 13:42:10.208	29.9s	46ms	29.6%	0	0	97.5 KB	5.7 KB
276	e5/f395e1	46138230	ANNOTATIONS_bedfiles (36)	COMPLETED	0	2023-04-03 13:42:10.247	29.9s	42ms	34.3%	0	0	98.3 KB	5.8 KB
278	ff/300381	46138231	ANNOTATIONS_bedfiles (38)	COMPLETED	0	2023-04-03 13:42:10.281	29.9s	43ms	45.6%	0	0	94.1 KB	3.5 KB
280	56/4e4cf4	46138232	ANNOTATIONS_bedfiles (40)	COMPLETED	0	2023-04-03 13:42:10.306	29.9s	55ms	41.0%	0	0	90.5 KB	1.4 KB
282	f6/bb7bd0	46138233	ANNOTATIONS_bedfiles (42)	COMPLETED	0	2023-04-03 13:42:10.331	29.9s	39ms	45.5%	0	0	90.7 KB	1.5 KB
284	73/630686	46138234	ANNOTATIONS_bedfiles (44)	COMPLETED	0	2023-04-03 13:42:15.041	25.2s	52ms	48.6%	0	0	97.4 KB	5.4 KB
286	95/44f8d3	46138236	ANNOTATIONS_bedfiles (46)	COMPLETED	0	2023-04-03 13:42:20.030	20.3s	49ms	35.8%	0	0	111.4 KB	13.4 KB
288	e1/3b8fcf	46138238	ANNOTATIONS_bedfiles (48)	COMPLETED	0	2023-04-03 13:42:25.012	15.3s	58ms	26.8%	0	0	104.9 KB	9.6 KB
223	38/5973fa	46138167	LDCALCULATION_calculation (102)	COMPLETED	0	2023-04-03 13:38:55.050	3m 55s	3m 46s	97.2%	24.8 MB	79.3 MB	236.4 MB	271.5 KB
229	a6/8844db	46138184	LDCALCULATION_calculation (108)	COMPLETED	0	2023-04-03 13:40:10.069	2m 50s	2m 23s	96.2%	29.3 MB	84 MB	155.7 MB	78.7 KB
238	69/85a78d	46138199	LDCALCULATION_calculation (117)	COMPLETED	0	2023-04-03 13:40:55.033	2m 15s	2m 1s	95.9%	35.5 MB	90.2 MB	109.7 MB	106.8 KB
240	da/43c5e3	46138201	LDCALCULATION_calculation (119)	COMPLETED	0	2023-04-03 13:41:05.013	2m 5s	1m 30s	97.2%	35.4 MB	121.5 MB	136.7 MB	53.1 KB
289	b9/481b5d	46138239	ANNOTATIONS_bedfiles (49)	COMPLETED	0	2023-04-03 13:42:35.051	39.9s	41ms	42.2%	0	0	93.4 KB	4.2 KB
292	8a/f75cca	46138240	ANNOTATIONS_mergeannotations (2)	COMPLETED	0	2023-04-03 13:42:35.261	39.8s	1.5s	83.9%	2.7 MB	10.3 MB	32.6 MB	47 KB
291	e5/b1ec28	46138241	ANNOTATIONS_mergeannotations (1)	COMPLETED	0	2023-04-03 13:42:40.083	35s	2.7s	79.8%	156.8 MB	170.2 MB	32.6 MB	27.5 KB
293	cd/88e8c0	46138242	ANNOTATIONS_mergeannotations (3)	COMPLETED	0	2023-04-03 13:42:40.111	35s	2.6s	79.9%	93.6 MB	110.4 MB	32.6 MB	16.2 KB
294	b7/5720c4	46138243	ANNOTATIONS_mergeannotations (4)	COMPLETED	0	2023-04-03 13:42:40.159	34.9s	2.5s	80.0%	3.5 MB	14.3 MB	32.6 MB	16.3 KB
296	63/9c29de	46138244	ANNOTATIONS_bedfiles (52)	COMPLETED	0	2023-04-03 13:42:40.189	35s	38ms	47.7%	0	0	89.5 KB	2 KB
297	57/0930d5	46138245	ANNOTATIONS_bedfiles (53)	COMPLETED	0	2023-04-03 13:42:40.244	34.9s	50ms	43.1%	0	0	94.2 KB	4.6 KB
300	4e/f299d5	46138246	ANNOTATIONS_bedfiles (56)	COMPLETED	0	2023-04-03 13:42:40.288	34.9s	40ms	34.7%	0	0	88.1 KB	1.1 KB
301	64/137356	46138247	ANNOTATIONS_mergeannotations (5)	COMPLETED	0	2023-04-03 13:42:40.331	34.9s	2.5s	81.7%	92.3 MB	109 MB	32.6 MB	10.8 KB
302	84/471e97	46138248	ANNOTATIONS_mergeannotations (6)	COMPLETED	0	2023-04-03 13:42:40.375	34.9s	2.4s	82.3%	93.6 MB	110.3 MB	32.6 MB	48.4 KB
303	1c/1d141c	46138249	ANNOTATIONS_mergeannotations (7)	COMPLETED	0	2023-04-03 13:42:40.401	34.9s	2.7s	79.7%	138.8 MB	155.5 MB	32.7 MB	67.7 KB
304	af/efbec3	46138250	ANNOTATIONS_mergeannotations (8)	COMPLETED	0	2023-04-03 13:42:40.432	34.9s	2.3s	83.4%	3.5 MB	14.3 MB	32.6 MB	31.3 KB
305	ef/3c165a	46138251	ANNOTATIONS_mergeannotations (9)	COMPLETED	0	2023-04-03 13:42:40.455	34.9s	1.4s	87.4%	2.8 MB	10.3 MB	32.6 MB	21.7 KB
306	d7/f60f72	46138252	ANNOTATIONS_mergeannotations (10)	COMPLETED	0	2023-04-03 13:42:40.490	34.9s	2.5s	81.8%	87.4 MB	104.3 MB	32.6 MB	13 KB
307	8c/184c7e	46138253	ANNOTATIONS_mergeannotations (11)	COMPLETED	0	2023-04-03 13:42:50.048	25.3s	2.5s	82.2%	143.2 MB	156.6 MB	32.6 MB	36.8 KB
308	be/1acdcd	46138255	ANNOTATIONS_mergeannotations (12)	COMPLETED	0	2023-04-03 13:43:00.028	15.4s	1.4s	87.3%	2.7 MB	10.3 MB	32.6 MB	23.6 KB
163	f9/a64472	46138103	LDCALCULATION_calculation (42)	COMPLETED	0	2023-04-03 13:38:05.310	5m 15s	4m 46s	96.7%	26.4 MB	80.9 MB	283.4 MB	13.6 KB
226	a5/4327f7	46138176	LDCALCULATION_calculation (105)	COMPLETED	0	2023-04-03 13:39:25.057	3m 55s	3m 43s	97.8%	32.9 MB	87.5 MB	294.7 MB	148.6 KB
140	1e/09e546	46138073	LDCALCULATION_calculation (19)	COMPLETED	0	2023-04-03 13:37:38.738	5m 51s	5m 19s	97.1%	26.2 MB	80.7 MB	259.2 MB	103.4 KB
153	90/fdeb74	46138086	LDCALCULATION_calculation (32)	COMPLETED	0	2023-04-03 13:37:39.480	5m 51s	5m 23s	98.0%	24.7 MB	79.1 MB	470.2 MB	22.3 KB
214	8b/1a4bfb	46138154	LDCALCULATION_calculation (93)	COMPLETED	0	2023-04-03 13:38:09.030	5m 26s	5m 1s	97.2%	24.7 MB	79.1 MB	250.2 MB	9 KB
309	fa/91ebbb	46138256	ANNOTATIONS_bedfiles (57)	COMPLETED	0	2023-04-03 13:43:10.009	30s	41ms	45.8%	0	0	93.4 KB	3.2 KB
312	d9/b55632	46138257	ANNOTATIONS_bedfiles (60)	COMPLETED	0	2023-04-03 13:43:10.038	30s	47ms	43.1%	0	0	91.9 KB	2.4 KB
313	b0/6005f3	46138259	ANNOTATIONS_bedfiles (61)	COMPLETED	0	2023-04-03 13:43:15.031	25.1s	44ms	46.5%	0	0	90.5 KB	1.5 KB
316	2d/a9d0b1	46138260	ANNOTATIONS_bedfiles (64)	COMPLETED	0	2023-04-03 13:43:15.080	25s	44ms	41.0%	0	0	158.3 KB	39.8 KB
318	34/b7250b	46138261	ANNOTATIONS_bedfiles (66)	COMPLETED	0	2023-04-03 13:43:15.130	25s	46ms	39.1%	0	0	101 KB	7.3 KB
319	3f/44d0b2	46138262	ANNOTATIONS_mergeannotations (13)	COMPLETED	0	2023-04-03 13:43:15.168	25s	2s	82.8%	3.5 MB	14.3 MB	32.6 MB	46.7 KB
320	01/f142e6	46138263	ANNOTATIONS_mergeannotations (14)	COMPLETED	0	2023-04-03 13:43:15.230	25s	1.5s	85.9%	3.5 MB	14.3 MB	32.6 MB	41.7 KB
321	c6/7023e9	46138264	ANNOTATIONS_mergeannotations (15)	COMPLETED	0	2023-04-03 13:43:15.288	24.9s	2.5s	81.3%	114.2 MB	131 MB	32.6 MB	42.7 KB
322	e3/fdaa2b	46138265	ANNOTATIONS_mergeannotations (16)	COMPLETED	0	2023-04-03 13:43:15.343	24.9s	2.5s	80.7%	3.5 MB	14.3 MB	32.7 MB	79.8 KB
323	5a/fa7efa	46138266	ANNOTATIONS_mergeannotations (17)	COMPLETED	0	2023-04-03 13:43:15.413	24.9s	2.6s	80.4%	96.7 MB	113.5 MB	32.6 MB	48.3 KB
324	c1/8dc974	46138267	ANNOTATIONS_mergeannotations (18)	COMPLETED	0	2023-04-03 13:43:15.471	24.8s	2.6s	80.6%	87.9 MB	104.6 MB	32.6 MB	47.8 KB
325	72/af5cb2	46138268	ANNOTATIONS_mergeannotations (19)	COMPLETED	0	2023-04-03 13:43:15.521	24.8s	1.5s	86.5%	2.8 MB	10.3 MB	32.6 MB	29.2 KB
326	80/823ff8	46138269	ANNOTATIONS_mergeannotations (20)	COMPLETED	0	2023-04-03 13:43:15.575	24.8s	2s	82.4%	95.7 MB	112.4 MB	32.6 MB	12.7 KB
327	7a/0f07d1	46138270	ANNOTATIONS_mergeannotations (21)	COMPLETED	0	2023-04-03 13:43:15.625	24.8s	2.2s	82.7%	2.7 MB	10.3 MB	32.6 MB	13.6 KB
329	e1/ca3c5d	46138272	ANNOTATIONS_mergeannotations (23)	COMPLETED	0	2023-04-03 13:43:15.724	24.7s	2.4s	82.0%	98.6 MB	112 MB	32.7 MB	108.9 KB
330	59/6aa99f	46138273	ANNOTATIONS_mergeannotations (24)	COMPLETED	0	2023-04-03 13:43:15.773	24.6s	2.3s	82.8%	103.4 MB	116.9 MB	32.7 MB	81.5 KB
332	55/684b27	46138274	ANNOTATIONS_bedfiles (68)	COMPLETED	0	2023-04-03 13:43:15.806	24.6s	29ms	43.0%	0	0	98 KB	6.9 KB
333	5e/239fc3	46138275	ANNOTATIONS_bedfiles (69)	COMPLETED	0	2023-04-03 13:43:20.055	20.4s	49ms	42.0%	0	0	92.6 KB	3.8 KB
336	94/3cfdf4	46138276	ANNOTATIONS_bedfiles (72)	COMPLETED	0	2023-04-03 13:43:20.090	20.4s	38ms	47.5%	0	0	93.8 KB	4.4 KB
337	31/570101	46138277	ANNOTATIONS_bedfiles (73)	COMPLETED	0	2023-04-03 13:43:30.039	10.5s	38ms	26.7%	0	0	90.8 KB	3.1 KB
339	11/e410a0	46138278	ANNOTATIONS_mergeannotations (25)	COMPLETED	0	2023-04-03 13:43:30.104	10.4s	1.3s	88.8%	2.8 MB	10.3 MB	32.6 MB	36.2 KB
340	4d/37bd49	46138279	ANNOTATIONS_mergeannotations (26)	COMPLETED	0	2023-04-03 13:43:35.058	5.5s	2.6s	81.2%	91.8 MB	108.5 MB	32.6 MB	17.1 KB
135	2c/418a1f	46138068	LDCALCULATION_calculation (14)	COMPLETED	0	2023-04-03 13:37:38.418	6m 7s	5m 38s	98.0%	43.5 MB	97.8 MB	492.7 MB	250.8 KB
328	46/827710	46138271	ANNOTATIONS_mergeannotations (22)	COMPLETED	0	2023-04-03 13:43:15.673	29.4s	2.5s	80.7%	100.9 MB	114.3 MB	32.6 MB	45.7 KB
151	d6/7957b3	46138084	LDCALCULATION_calculation (30)	COMPLETED	0	2023-04-03 13:37:39.393	6m 11s	5m 45s	97.5%	55 MB	141.3 MB	287.2 MB	427.2 KB
161	e3/dbab54	46138100	LDCALCULATION_calculation (40)	COMPLETED	0	2023-04-03 13:38:05.083	6m 5s	5m 36s	96.9%	24.7 MB	79.2 MB	309.9 MB	109.3 KB
342	ac/1d64a3	46138281	ANNOTATIONS_mergeannotations (28)	COMPLETED	0	2023-04-03 13:43:40.202	29.8s	1.8s	83.0%	2.1 MB	7.8 MB	32.6 MB	10.5 KB
343	73/51f939	46138282	ANNOTATIONS_bedfiles (75)	COMPLETED	0	2023-04-03 13:43:40.260	29.8s	41ms	49.2%	0	0	90.6 KB	1.6 KB
345	a6/89d4a0	46138283	ANNOTATIONS_bedfiles (77)	COMPLETED	0	2023-04-03 13:43:40.352	29.8s	57ms	41.9%	0	0	96.8 KB	5.2 KB
348	b5/ed81f4	46138284	ANNOTATIONS_bedfiles (80)	COMPLETED	0	2023-04-03 13:43:40.412	29.7s	57ms	55.1%	0	0	95.1 KB	4.1 KB
350	a7/decc51	46138285	ANNOTATIONS_bedfiles (82)	COMPLETED	0	2023-04-03 13:43:40.473	29.7s	49ms	46.4%	0	0	91.5 KB	2 KB
351	6a/99bd5b	46138286	ANNOTATIONS_bedfiles (83)	COMPLETED	0	2023-04-03 13:43:40.559	29.6s	38ms	36.8%	0	0	90.3 KB	1.4 KB
353	c9/ca58c4	46138287	ANNOTATIONS_mergeannotations (29)	COMPLETED	0	2023-04-03 13:43:40.614	29.6s	2.5s	80.1%	95.4 MB	112.1 MB	32.6 MB	27.9 KB
354	67/aebf7d	46138288	ANNOTATIONS_mergeannotations (30)	COMPLETED	0	2023-04-03 13:43:40.668	29.6s	2.5s	81.0%	98.5 MB	112 MB	32.6 MB	20.6 KB
355	ea/d38ce5	46138289	ANNOTATIONS_mergeannotations (31)	COMPLETED	0	2023-04-03 13:43:40.715	29.5s	2.5s	80.2%	108.1 MB	121.7 MB	32.6 MB	13.5 KB
356	f4/cbae6b	46138290	ANNOTATIONS_mergeannotations (32)	COMPLETED	0	2023-04-03 13:43:40.776	29.5s	1.5s	85.2%	2.7 MB	10.3 MB	33 MB	327.6 KB
357	65/159bbc	46138291	ANNOTATIONS_mergeannotations (33)	COMPLETED	0	2023-04-03 13:43:40.834	29.5s	2.2s	80.3%	3.5 MB	14.3 MB	32.6 MB	61.6 KB
358	d2/d4e4ac	46138292	ANNOTATIONS_mergeannotations (34)	COMPLETED	0	2023-04-03 13:43:40.885	29.4s	2.5s	82.5%	105 MB	121.7 MB	32.6 MB	58.4 KB
359	67/ef59e7	46138293	ANNOTATIONS_mergeannotations (35)	COMPLETED	0	2023-04-03 13:43:40.941	29.4s	1.5s	85.8%	2.1 MB	7.8 MB	32.6 MB	31.8 KB
360	4a/6f8b2c	46138294	ANNOTATIONS_mergeannotations (36)	COMPLETED	0	2023-04-03 13:43:40.995	29.4s	2.4s	81.2%	3.5 MB	14.3 MB	32.6 MB	37.4 KB
361	15/37b68f	46138295	ANNOTATIONS_mergeannotations (37)	COMPLETED	0	2023-04-03 13:43:41.053	29.3s	2s	80.7%	3.5 MB	14.3 MB	32.6 MB	26.8 KB
362	59/50f521	46138296	ANNOTATIONS_bedfiles (85)	COMPLETED	0	2023-04-03 13:43:45.060	25.3s	38ms	31.6%	0	0	99.3 KB	6.4 KB
364	99/c6482e	46138297	ANNOTATIONS_bedfiles (87)	COMPLETED	0	2023-04-03 13:43:50.037	20.4s	42ms	31.6%	0	0	102.9 KB	8.3 KB
341	ed/e63071	46138280	ANNOTATIONS_mergeannotations (27)	COMPLETED	0	2023-04-03 13:43:40.115	34.9s	2.9s	78.4%	153.5 MB	166.9 MB	32.6 MB	39.9 KB
186	5a/32676f	46138126	LDCALCULATION_calculation (65)	COMPLETED	0	2023-04-03 13:38:07.503	6m 12s	5m 46s	97.7%	24.6 MB	79.1 MB	501.4 MB	9.2 KB
204	e5/4e6702	46138144	LDCALCULATION_calculation (83)	COMPLETED	0	2023-04-03 13:38:08.583	6m 11s	5m 43s	97.7%	25 MB	79.5 MB	295.4 MB	21.4 KB
213	bf/e2b8ff	46138153	LDCALCULATION_calculation (92)	COMPLETED	0	2023-04-03 13:38:09.001	6m 11s	5m 43s	97.3%	27.5 MB	81.9 MB	305.4 MB	459.8 KB
203	98/557d6f	46138143	LDCALCULATION_calculation (82)	COMPLETED	0	2023-04-03 13:38:08.525	6m 16s	5m 49s	98.2%	34.6 MB	89.1 MB	503.2 MB	185.7 KB
127	2e/92cced	46138060	LDCALCULATION_calculation (6)	COMPLETED	0	2023-04-03 13:37:37.931	6m 52s	6m 24s	96.7%	38.7 MB	93.1 MB	295.4 MB	136.8 KB
205	3c/c6c6cc	46138145	LDCALCULATION_calculation (84)	COMPLETED	0	2023-04-03 13:38:08.638	6m 21s	5m 56s	97.7%	31.2 MB	85.7 MB	311.2 MB	30.4 KB
122	d3/d7daf3	46138058	LDCALCULATION_calculation (1)	COMPLETED	0	2023-04-03 13:37:37.814	6m 57s	6m 30s	97.9%	26.1 MB	80.6 MB	565.9 MB	180.6 KB
210	1c/72bff8	46138150	LDCALCULATION_calculation (89)	COMPLETED	0	2023-04-03 13:38:08.868	6m 26s	6m 1s	97.8%	34.5 MB	88.9 MB	446.9 MB	77.4 KB
235	00/ec9b59	46138192	LDCALCULATION_calculation (114)	COMPLETED	0	2023-04-03 13:40:35.037	4m 5s	3m 31s	96.0%	37.7 MB	92.3 MB	172.7 MB	171.4 KB
207	57/ac0db9	46138147	LDCALCULATION_calculation (86)	COMPLETED	0	2023-04-03 13:38:08.743	6m 36s	6m 9s	98.2%	48.6 MB	102.9 MB	512.9 MB	424.2 KB
366	1c/df7955	46138298	ANNOTATIONS_bedfiles (89)	COMPLETED	0	2023-04-03 13:44:10.065	34.9s	52ms	31.4%	0	0	95.5 KB	4.2 KB
368	89/f3c969	46138299	ANNOTATIONS_mergeannotations (38)	COMPLETED	0	2023-04-03 13:44:10.164	34.9s	2.5s	80.5%	97 MB	110.4 MB	32.6 MB	14.2 KB
369	a2/f10919	46138300	ANNOTATIONS_mergeannotations (39)	COMPLETED	0	2023-04-03 13:44:10.231	34.8s	2.5s	80.4%	95.7 MB	109.3 MB	32.6 MB	44 KB
370	5a/62a88e	46138301	ANNOTATIONS_mergeannotations (40)	COMPLETED	0	2023-04-03 13:44:10.288	34.8s	1.3s	85.1%	2.7 MB	10.3 MB	32.6 MB	35.2 KB
371	6a/6e481a	46138302	ANNOTATIONS_mergeannotations (41)	COMPLETED	0	2023-04-03 13:44:10.341	34.8s	2.1s	82.8%	2.7 MB	10.3 MB	32.6 MB	17.7 KB
372	f9/302562	46138303	ANNOTATIONS_mergeannotations (42)	COMPLETED	0	2023-04-03 13:44:10.409	34.7s	1.8s	85.0%	2.1 MB	7.8 MB	32.6 MB	12.6 KB
373	ee/21dfb0	46138304	ANNOTATIONS_mergeannotations (43)	COMPLETED	0	2023-04-03 13:44:10.477	34.7s	2s	85.2%	115.8 MB	129.3 MB	32.6 MB	53.6 KB
374	4b/458717	46138305	ANNOTATIONS_mergeannotations (44)	COMPLETED	0	2023-04-03 13:44:10.523	34.6s	2.1s	81.8%	3.5 MB	14.3 MB	32.7 MB	70.2 KB
375	70/e80e01	46138306	ANNOTATIONS_bedfiles (91)	COMPLETED	0	2023-04-03 13:44:20.080	25.1s	45ms	41.4%	0	0	90.3 KB	1.3 KB
377	88/9c9777	46138307	ANNOTATIONS_bedfiles (93)	COMPLETED	0	2023-04-03 13:44:20.127	25.1s	46ms	40.2%	0	0	91.5 KB	2 KB
379	37/c326a8	46138308	ANNOTATIONS_bedfiles (95)	COMPLETED	0	2023-04-03 13:44:20.194	25s	45ms	37.9%	0	0	104 KB	9 KB
381	5e/d36a4f	46138310	ANNOTATIONS_bedfiles (97)	COMPLETED	0	2023-04-03 13:44:25.031	20.2s	45ms	39.3%	0	0	98.1 KB	5.7 KB
383	f1/e070c0	46138311	ANNOTATIONS_bedfiles (99)	COMPLETED	0	2023-04-03 13:44:30.074	15.2s	44ms	38.3%	0	0	96.4 KB	4.7 KB
385	16/b657f5	46138312	ANNOTATIONS_bedfiles (101)	COMPLETED	0	2023-04-03 13:44:30.097	15.2s	39ms	46.5%	0	0	92.1 KB	2.4 KB
387	8e/e8b7cc	46138313	ANNOTATIONS_bedfiles (103)	COMPLETED	0	2023-04-03 13:44:35.055	10.3s	42ms	50.2%	0	0	98.1 KB	5.9 KB
390	74/dcaaec	46138314	ANNOTATIONS_bedfiles (106)	COMPLETED	0	2023-04-03 13:44:35.081	10.3s	44ms	37.3%	0	0	94.7 KB	4 KB
165	4a/54eff5	46138105	LDCALCULATION_calculation (44)	COMPLETED	0	2023-04-03 13:38:05.506	6m 49s	6m 21s	96.9%	24.7 MB	79.3 MB	363.2 MB	37.7 KB
212	53/6097f0	46138152	LDCALCULATION_calculation (91)	COMPLETED	0	2023-04-03 13:38:08.938	6m 46s	6m 17s	97.3%	37.9 MB	92.2 MB	308.7 MB	113.7 KB
169	f2/87a498	46138109	LDCALCULATION_calculation (48)	COMPLETED	0	2023-04-03 13:38:05.932	6m 59s	6m 31s	96.0%	24.7 MB	79.1 MB	354.2 MB	32.5 KB
228	54/fcbfd7	46138181	LDCALCULATION_calculation (107)	COMPLETED	0	2023-04-03 13:40:05.057	5m	4m 28s	95.9%	25 MB	79.5 MB	205.7 MB	54.6 KB
232	5a/6ea00c	46138188	LDCALCULATION_calculation (111)	COMPLETED	0	2023-04-03 13:40:20.018	4m 50s	4m 32s	96.7%	24.7 MB	79.1 MB	239.2 MB	111.9 KB
236	df/eb45f1	46138197	LDCALCULATION_calculation (115)	COMPLETED	0	2023-04-03 13:40:40.088	4m 30s	4m 1s	96.6%	36.1 MB	90.4 MB	199.7 MB	109.8 KB
391	d5/d357c8	46138315	ANNOTATIONS_bedfiles (107)	COMPLETED	0	2023-04-03 13:44:40.124	29.9s	42ms	46.9%	0	0	97.7 KB	5.5 KB
393	38/3423b1	46138317	ANNOTATIONS_bedfiles (109)	COMPLETED	0	2023-04-03 13:44:45.088	25s	43ms	28.1%	0	0	103.6 KB	9.4 KB
397	7c/83ea21	46138320	ANNOTATIONS_mergeannotations (47)	COMPLETED	0	2023-04-03 13:44:45.419	24.7s	1.8s	83.9%	109.4 MB	122.8 MB	32.6 MB	17.8 KB
399	99/f87987	46138322	ANNOTATIONS_mergeannotations (49)	COMPLETED	0	2023-04-03 13:44:45.495	24.7s	1.4s	85.2%	2.7 MB	10.3 MB	32.6 MB	48.7 KB
400	a1/48bb33	46138323	ANNOTATIONS_mergeannotations (50)	COMPLETED	0	2023-04-03 13:44:45.521	24.7s	1.4s	86.9%	2.7 MB	10.3 MB	32.6 MB	40.6 KB
401	24/e7a74a	46138324	ANNOTATIONS_mergeannotations (51)	COMPLETED	0	2023-04-03 13:44:45.549	24.7s	1.4s	86.2%	2.7 MB	10.3 MB	32.6 MB	21 KB
404	a7/c2972a	46138327	ANNOTATIONS_bedfiles (111)	COMPLETED	0	2023-04-03 13:44:55.054	15.2s	37ms	45.2%	0	0	92.6 KB	2.6 KB
406	70/6b468d	46138328	ANNOTATIONS_bedfiles (113)	COMPLETED	0	2023-04-03 13:44:55.088	15.2s	48ms	37.0%	0	0	95.5 KB	4.5 KB
408	08/9a736f	46138329	ANNOTATIONS_bedfiles (115)	COMPLETED	0	2023-04-03 13:45:05.054	5.3s	53ms	33.4%	0	0	91.7 KB	2.3 KB
410	c7/cb673b	46138330	ANNOTATIONS_bedfiles (117)	COMPLETED	0	2023-04-03 13:45:05.080	5.3s	37ms	38.9%	0	0	93 KB	3.1 KB
395	bb/12ea32	46138318	ANNOTATIONS_mergeannotations (45)	COMPLETED	0	2023-04-03 13:44:45.166	29.8s	2s	83.3%	3.5 MB	14.3 MB	32.6 MB	36.1 KB
396	02/796bd8	46138319	ANNOTATIONS_mergeannotations (46)	COMPLETED	0	2023-04-03 13:44:45.311	29.7s	1.9s	84.5%	115.8 MB	129.2 MB	32.6 MB	11.9 KB
398	2c/f11880	46138321	ANNOTATIONS_mergeannotations (48)	COMPLETED	0	2023-04-03 13:44:45.451	29.6s	2s	82.6%	3.5 MB	14.3 MB	32.7 MB	75.6 KB
402	f7/c76b2b	46138325	ANNOTATIONS_mergeannotations (52)	COMPLETED	0	2023-04-03 13:44:45.577	29.5s	2.7s	79.3%	96.2 MB	113 MB	32.6 MB	48.8 KB
403	93/e12360	46138326	ANNOTATIONS_mergeannotations (53)	COMPLETED	0	2023-04-03 13:44:45.601	29.5s	2.6s	79.3%	95.7 MB	112.5 MB	32.6 MB	33.8 KB
230	d4/2eb8ba	46138185	LDCALCULATION_calculation (109)	COMPLETED	0	2023-04-03 13:40:10.121	5m 10s	4m 42s	96.8%	32.9 MB	87.5 MB	243.4 MB	115.7 KB
195	c3/7f4458	46138135	LDCALCULATION_calculation (74)	COMPLETED	0	2023-04-03 13:38:08.045	7m 17s	6m 49s	97.9%	35.9 MB	90.4 MB	550.7 MB	94.6 KB
183	91/8820ae	46138123	LDCALCULATION_calculation (62)	COMPLETED	0	2023-04-03 13:38:07.259	7m 23s	6m 55s	97.3%	24.7 MB	79.3 MB	482.9 MB	21.4 KB
224	2b/0da09d	46138173	LDCALCULATION_calculation (103)	COMPLETED	0	2023-04-03 13:39:20.010	6m 10s	5m 54s	97.1%	31.7 MB	86.2 MB	307.4 MB	34.9 KB
231	39/855eec	46138186	LDCALCULATION_calculation (110)	COMPLETED	0	2023-04-03 13:40:15.051	5m 15s	4m 53s	96.7%	32 MB	86.6 MB	262.9 MB	340 KB
182	78/cce9f6	46138122	LDCALCULATION_calculation (61)	COMPLETED	0	2023-04-03 13:38:07.176	7m 33s	7m 4s	97.8%	24.7 MB	79.2 MB	616.9 MB	73.6 KB
